C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_10_334.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_10_334.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_10_334.jpg,0,0,0,6.456591E-06
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_10_401.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_10_401.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_10_401.jpg,0,0,0,8.054333E-06
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_10_472.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_10_472.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_10_472.jpg,0,0,0,5.593948E-06
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_10_542.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_10_542.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_10_542.jpg,0,0,0,6.690194E-06
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_10_612.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_10_612.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_10_612.jpg,0,0,0,3.336273E-05
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_10_682.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_10_682.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_10_682.jpg,0,0,0,3.731358E-06
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_10_751.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_10_751.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_10_751.jpg,0,0,0,3.664537E-06
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_10_821.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_10_821.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_10_821.jpg,0,0,0,4.858015E-06
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_10_891.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_10_891.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_10_891.jpg,0,0,0,1.072396E-05
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_10_961.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_10_961.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_10_961.jpg,0,0,0,2.209491E-05
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_11_030.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_11_030.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_11_030.jpg,0,0,0,1.178149E-05
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_11_100.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_11_100.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_11_100.jpg,0,0,0,6.025808E-06
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_11_170.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_11_170.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_11_170.jpg,0,0,0,7.919994E-06
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_11_239.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_11_239.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_11_239.jpg,0,0,0,8.983551E-06
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_11_309.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_11_309.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_11_309.jpg,0,0,0,1.606584E-05
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_11_381.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_11_381.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_11_381.jpg,0,0,0,6.58908E-06
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_11_450.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_11_450.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_11_450.jpg,0,0,0,5.060946E-06
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_11_520.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_11_520.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_11_520.jpg,0,0,0,2.188919E-05
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_11_590.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_11_590.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_11_590.jpg,0,0,0,6.453859E-06
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_11_665.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_11_665.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_11_665.jpg,0,0,0,1.81787E-06
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_11_740.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_11_740.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_11_740.jpg,0,0.1008297,0,0.05407396
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_11_807.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_11_807.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_11_807.jpg,0,0.2958723,0,0.1996566
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_11_877.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_11_877.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_11_877.jpg,-0.2,0.52233,0,0.5745861
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_11_949.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_11_949.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_11_949.jpg,-0.4,0.7559691,0,1.129468
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_12_020.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_12_020.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_12_020.jpg,0,0.9367274,0,1.757561
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_12_092.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_12_092.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_12_092.jpg,0,1,0,2.658666
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_12_163.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_12_163.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_12_163.jpg,0,1,0,3.35613
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_12_233.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_12_233.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_12_233.jpg,-0.05,1,0,4.294065
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_12_304.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_12_304.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_12_304.jpg,-0.2,1,0,4.987142
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_12_374.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_12_374.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_12_374.jpg,-0.4,1,0,5.891453
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_12_445.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_12_445.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_12_445.jpg,0,0.9274996,0,6.535047
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_12_515.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_12_515.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_12_515.jpg,0,0.6986704,0,7.245848
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_12_586.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_12_586.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_12_586.jpg,0,0.5209869,0,7.631195
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_12_656.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_12_656.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_12_656.jpg,0,0.2765299,0,7.93897
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_12_728.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_12_728.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_12_728.jpg,-0.1,0.1486729,0,8.032209
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_12_798.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_12_798.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_12_798.jpg,-0.25,0.3414007,0,8.159459
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_12_868.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_12_868.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_12_868.jpg,-0.45,0.5691859,0,8.510248
C:\Users\kim\Desktop\asdfggg\IMG\center_2022_06_10_01_23_12_940.jpg,C:\Users\kim\Desktop\asdfggg\IMG\left_2022_06_10_01_23_12_940.jpg,C:\Users\kim\Desktop\asdfggg\IMG\right_2022_06_10_01_23_12_940.jpg,0,0.4594131,0,8.820777
